,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
632,5,5,4,6,3,4,3,4,3,3
633,6,5,5,6,4,5,4,4,5,4
634,6,5,5,6,5,4,5,5,4,4
635,5,6,5,6,3,3,4,4,5,4
636,5,6,5,6,4,4,5,5,4,4
637,5,6,5,6,4,4,5,5,5,4
638,5,6,5,6,4,4,5,5,4,4
639,5,6,5,6,4,4,4,4,4,4
640,5,5,4,6,3,3,4,4,3,4
641,5,5,4,6,5,4,3,4,4,3
642,6,5,5,6,4,4,5,5,4,5
643,5,6,5,6,3,2,5,4,4,5
644,6,6,5,7,4,4,5,5,4,5
645,6,6,5,7,3,3,5,5,4,4
646,5,5,4,6,5,5,4,4,3,3
647,6,5,6,7,5,5,4,4,4,5
648,5,6,5,6,4,5,5,4,5,4
649,4,4,3,5,3,4,3,3,4,4
650,6,5,5,7,3,3,5,5,4,5
651,5,4,3,6,2,3,4,3,4,4
652,5,5,4,6,4,5,4,4,3,4
653,5,5,5,6,4,4,4,4,3,4
654,5,4,5,6,4,4,3,3,4,4
655,5,5,4,6,4,4,4,4,4,4
656,5,5,4,6,5,4,4,4,3,3
657,4,4,3,4,3,3,4,4,3,3
658,5,5,4,6,5,5,4,4,4,4
659,6,5,5,7,4,4,5,5,4,5
660,5,5,6,6,3,4,4,3,4,4
661,5,5,4,6,4,4,4,4,3,3
662,5,6,5,6,4,4,5,5,4,5
663,6,6,5,7,5,5,5,5,5,5
664,5,5,5,6,4,4,4,4,4,4
665,5,6,5,6,4,4,4,5,4,4
666,5,6,5,6,3,4,4,4,4,5
667,5,5,5,6,4,4,5,5,5,5
668,5,4,5,6,4,4,4,4,4,4
669,5,6,5,6,5,5,4,4,4,4
670,5,6,5,6,4,4,5,5,4,4
671,5,6,5,6,3,3,4,4,5,5
672,6,5,6,7,4,5,5,5,5,4
673,5,5,5,6,4,4,3,3,4,3
674,6,5,6,7,4,3,5,5,4,4
