,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
632,6,6,5,7,5,5,5,5,5,5
633,6,7,5,6,5,5,4,4,5,5
634,5,5,4,6,5,5,4,4,4,4
635,6,6,5,7,5,4,5,5,5,5
636,6,6,5,6,5,5,5,5,5,5
637,6,6,5,7,5,5,4,4,5,5
638,6,6,5,7,6,6,5,6,5,5
639,5,6,5,6,4,4,3,4,4,5
640,7,7,7,7,7,7,7,7,7,7
641,4,4,4,5,4,4,3,3,4,4
642,5,6,5,6,5,5,5,5,4,5
643,5,5,4,6,4,4,3,3,5,4
644,5,6,6,7,5,5,5,5,5,5
645,7,7,7,7,7,7,7,7,7,7
646,5,6,5,6,4,4,6,6,5,6
647,5,5,4,6,5,5,4,4,4,5
648,5,5,4,6,5,5,4,4,4,4
649,6,6,5,7,5,5,5,5,4,5
650,5,6,6,7,6,5,5,6,5,6
651,5,5,5,6,4,4,5,5,4,5
652,6,7,6,7,6,6,5,6,6,6
653,5,5,5,6,4,4,4,4,4,5
654,6,6,6,7,5,5,5,5,6,6
655,7,7,7,7,7,7,7,7,7,7
656,6,7,6,7,5,5,5,5,6,6
657,4,4,4,5,4,4,4,4,4,4
658,6,6,6,7,5,5,5,5,6,6
659,6,5,4,6,3,4,4,3,2,5
660,6,7,5,7,5,6,6,6,5,6
661,5,6,5,6,5,5,4,4,5,5
662,6,6,6,6,5,5,4,5,5,5
663,6,6,6,7,5,5,4,4,5,5
664,5,6,5,6,5,4,5,5,4,5
665,6,6,6,7,5,5,4,4,5,5
666,6,7,6,7,5,5,6,6,6,6
667,5,5,5,6,4,4,4,4,5,5
668,6,6,5,7,5,5,5,5,4,5
669,5,5,5,6,5,5,4,4,5,4
670,7,7,7,7,6,6,6,6,7,7
671,5,5,5,6,4,4,5,4,5,5
672,6,5,6,7,5,4,4,4,5,5
673,7,7,7,7,6,6,6,6,7,7
674,6,6,5,6,5,5,5,5,5,5
